0,110202,3,1589117155126
0,080501,5,1589117155126
0,110101,3,1589117155126
0,060101,3,1589117155126
0,110104,4,1589117155126
0,080101,3,1589117155126
0,110200,4,1589117155126
0,110200,4,1589117155126
0,080603,4,1589117155126
0,110101,5,1589117155126
0,060101,5,1589117155126
0,110202,5,1589117155126
0,080501,3,1589117155126
0,110101,3,1589117155126
0,060101,5,1589117155126
0,110104,3,1589117155126
0,080101,4,1589117155126
0,110200,4,1589117155126
0,110200,5,1589117155126
0,110200,3,1589117155126
0,110101,4,1589117155126
0,060101,5,1589117155126
0,110205,4,1589117155126
0,080603,5,1589117155126
0,110205,5,1589117155126
1,060101,4,1589117155955
1,100103,4,1589117155955
1,100103,4,1589117155955
1,080601,3,1589117155955
1,100103,4,1589117155955
1,100102,5,1589117155955
1,060101,4,1589117155955
1,100102,5,1589117155955
1,100100,3,1589117155955
1,080601,3,1589117155955
1,100103,3,1589117155955
1,110202,3,1589117155955
1,100100,4,1589117155955
1,100103,5,1589117155955
1,100100,3,1589117155955
1,100102,5,1589117155955
1,110100,4,1589117155955
1,100103,5,1589117155955
1,080101,4,1589117155955
1,100103,5,1589117155955
1,060703,3,1589117155955
2,110202,4,1589117156971
2,110202,4,1589117156971
2,110105,4,1589117156971
2,110105,4,1589117156971
2,060101,5,1589117156971
2,110202,5,1589117156971
2,110202,4,1589117156971
2,110202,4,1589117156971
2,110202,5,1589117156971
2,110101,3,1589117156971
2,110201,5,1589117156971
2,110201,4,1589117156971
2,110202,4,1589117156971
2,110200,5,1589117156971
2,080601,5,1589117156971
2,110205,5,1589117156971
3,060101,4,1589117157746
3,100103,3,1589117157746
3,060101,4,1589117157746
3,110101,4,1589117157746
3,110202,4,1589117157746
3,080101,5,1589117157746
3,110105,5,1589117157746
3,061000,4,1589117157746
3,100100,3,1589117157746
3,110102,4,1589117157746
3,060101,3,1589117157746
3,100103,5,1589117157746
3,110101,5,1589117157746
3,110202,3,1589117157746
3,080101,4,1589117157746
3,100103,5,1589117157746
3,110105,3,1589117157746
3,061000,5,1589117157746
3,110101,5,1589117157746
4,110200,3,1589117158692
4,110205,5,1589117158692
4,110102,4,1589117158692
4,080501,4,1589117158692
4,110202,4,1589117158692
4,110202,4,1589117158692
4,110205,4,1589117158692
4,110102,3,1589117158692
4,110105,3,1589117158692
4,110105,3,1589117158692
4,110202,3,1589117158692
4,120203,5,1589117158692
4,100102,3,1589117158692
4,100105,5,1589117158692
4,100102,3,1589117158692
4,080101,4,1589117158692
5,110200,4,1589117159509
5,110105,4,1589117159509
5,110202,5,1589117159509
5,080501,5,1589117159509
5,110104,3,1589117159509
5,110200,3,1589117159509
5,061000,3,1589117159509
5,110101,3,1589117159509
5,061000,5,1589117159509
5,110200,4,1589117159509
5,110105,3,1589117159509
5,110202,5,1589117159509
5,080501,4,1589117159509
5,100102,4,1589117159509
5,060101,5,1589117159509
5,060101,5,1589117159509
5,060101,4,1589117159509
5,110102,5,1589117159509
6,110202,3,1589117160346
6,110202,5,1589117160346
6,110202,3,1589117160346
6,110201,4,1589117160346
6,110202,3,1589117160346
6,110202,5,1589117160346
6,110101,5,1589117160346
6,100102,3,1589117160346
6,110200,4,1589117160346
6,110105,4,1589117160346
6,110202,4,1589117160346
6,080501,3,1589117160346
6,100102,5,1589117160346
6,110104,3,1589117160346
6,110200,5,1589117160346
6,060101,5,1589117160346
6,060101,3,1589117160346
6,061000,5,1589117160346
7,110202,4,1589117161254
7,060101,4,1589117161254
7,110202,4,1589117161254
7,060101,3,1589117161254
7,110200,4,1589117161254
7,110101,3,1589117161254
7,060101,3,1589117161254
7,110205,5,1589117161254
7,110101,4,1589117161254
7,100102,4,1589117161254
7,110208,3,1589117161254
7,110202,5,1589117161254
7,110200,3,1589117161254
7,110205,5,1589117161254
7,080501,3,1589117161254
7,110200,3,1589117161254
7,110102,5,1589117161254
7,060101,4,1589117161254
7,110202,3,1589117161254
7,110202,4,1589117161254
8,110202,3,1589117162114
8,110105,3,1589117162114
8,110104,3,1589117162114
8,110200,4,1589117162114
8,110101,5,1589117162114
8,110202,4,1589117162114
8,110202,3,1589117162114
8,110200,4,1589117162114
8,100103,4,1589117162114
8,110202,3,1589117162114
8,110202,5,1589117162114
8,110201,3,1589117162114
8,110102,3,1589117162114
8,080501,4,1589117162114
8,110202,3,1589117162114
8,060101,5,1589117162114
8,110101,4,1589117162114
8,110202,3,1589117162114
8,080101,3,1589117162114
8,110201,4,1589117162114
8,060101,4,1589117162114
9,110202,5,1589117163006
9,080501,4,1589117163006
9,110202,3,1589117163006
9,110200,4,1589117163006
9,060101,3,1589117163006
9,080101,3,1589117163006
9,110101,5,1589117163006
9,100102,5,1589117163006
9,110102,4,1589117163006
9,080401,4,1589117163006
9,061000,3,1589117163006
9,110105,5,1589117163006
9,080501,5,1589117163006
9,110202,5,1589117163006
9,110200,5,1589117163006
9,110102,4,1589117163006
9,110202,5,1589117163006
9,061000,3,1589117163006
9,110202,3,1589117163006
9,120201,3,1589117163006
10,060101,5,1589117163836
10,100103,5,1589117163836
10,060101,3,1589117163836
10,110101,4,1589117163836
10,110202,5,1589117163836
10,080101,5,1589117163836
10,110105,5,1589117163836
10,100100,5,1589117163836
10,110101,5,1589117163836
10,060101,5,1589117163836
10,060101,3,1589117163836
10,110200,3,1589117163836
10,110205,4,1589117163836
10,100103,5,1589117163836
10,060102,5,1589117163836
10,110101,3,1589117163836
10,110101,3,1589117163836
10,110100,3,1589117163836
10,110202,3,1589117163836
11,080601,4,1589117164746
11,110200,4,1589117164746
11,080601,5,1589117164746
11,060101,4,1589117164746
11,110105,5,1589117164746
11,110105,5,1589117164746
11,060102,4,1589117164746
11,110202,3,1589117164746
11,110202,3,1589117164746
11,080501,4,1589117164746
11,110202,5,1589117164746
11,110200,4,1589117164746
11,060101,3,1589117164746
11,080101,5,1589117164746
11,100102,5,1589117164746
11,110102,3,1589117164746
12,080601,5,1589117165653
12,110200,3,1589117165653
12,080601,5,1589117165653
12,110105,3,1589117165653
12,110105,3,1589117165653
12,060102,4,1589117165653
12,110202,4,1589117165653
12,100104,3,1589117165653
12,110105,4,1589117165653
12,100105,4,1589117165653
12,110202,4,1589117165653
12,110200,3,1589117165653
12,060101,5,1589117165653
12,080101,3,1589117165653
12,110101,5,1589117165653
12,100102,4,1589117165653
12,080401,4,1589117165653
13,110202,5,1589117166471
13,110202,4,1589117166471
13,110200,3,1589117166471
13,110105,5,1589117166471
13,110202,5,1589117166471
13,110202,4,1589117166471
13,110105,4,1589117166471
13,110200,4,1589117166471
13,110101,5,1589117166471
13,100102,5,1589117166471
13,080101,3,1589117166471
13,110102,4,1589117166471
13,110204,4,1589117166471
13,110202,5,1589117166471
13,110202,4,1589117166471
13,110102,4,1589117166471
13,110202,4,1589117166471
13,110202,4,1589117166471
13,110200,3,1589117166471
13,110202,5,1589117166471
13,120201,3,1589117166471
13,100102,3,1589117166471
13,110203,5,1589117166471
13,110101,5,1589117166471
13,110105,3,1589117166471
14,110202,4,1589117167308
14,110202,4,1589117167308
14,100104,4,1589117167308
14,080505,5,1589117167308
14,100104,4,1589117167308
14,110105,5,1589117167308
14,100105,3,1589117167308
14,110200,4,1589117167308
14,110202,3,1589117167308
14,110202,3,1589117167308
14,110202,3,1589117167308
14,110202,3,1589117167308
14,110105,4,1589117167308
14,110202,4,1589117167308
14,110105,5,1589117167308
